order_line_id,order_id,date,status,fulfilment,sales_channel,ship_service_level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship_city,ship_state,ship_postal_code,ship_country,promotion_ids,b2b,fulfilled_by,amount_missing,promotion_recorded,zero_qty,zero_amount,repeated_order_sku,status_group,customer_type,year,month_number,month_name,year_month,day_name,is_weekend
53338,408-7244286-1994737,2022-05-28,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-XL,Set,XL,B0822T4YG6,Shipped,1,INR,837.0,HYDERABAD,TELANGANA,500043,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
52123,408-9910527-4652344,2022-05-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0301,J0301-TP-M,Top,M,B099S9DTR2,Shipped,1,INR,518.0,THRISSUR,KERALA,680651,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-CAK4QZ7KEFRQU,Amazon PLCC Free-Financing Universal Merchant AAT-YZJ5BRTPINRLK,Amazon PLCC Free-Financing Universal Merchant AAT-SNWJTEAZA2JRI,Amazon PLCC Free-Financing Universal Merchant AAT-BBJ6FVTP3QKBO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,5,May,2022-05,Sunday,True
14042,404-3618298-5178702,2022-04-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,788.0,THANE,MAHARASHTRA,400614,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Friday,False
57954,171-1144324-9213111,2022-05-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,B09SDYQ3WG,Shipped,1,INR,771.0,GURUVAYUR,KERALA,680101,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,5,May,2022-05,Wednesday,False
54287,403-1443651-8521155,2022-05-27,Shipped,Amazon,Amazon.in,Expedited,JNE3811,JNE3811-KR-L,Kurta,L,B09RKBYSR5,Shipped,1,INR,474.0,CHENNAI,TAMIL NADU,600094,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Friday,False
105898,404-5852722-8129109,2022-06-17,Cancelled,Amazon,Amazon.in,Expedited,JNE3635,JNE3635-KR-XL,Kurta,XL,B08XVM1XQJ,Cancelled,0,INR,,KRISHNAGIRI DT,TAMIL NADU,635112,IN,No Promotion Recorded,False,Amazon,True,False,True,False,False,Cancelled,B2C,2022,6,June,2022-06,Friday,False
115324,407-8285146-7381902,2022-06-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XL,Kurta,XL,B09SDYL6L1,Shipped,1,INR,725.0,ALLAHABAD,UTTAR PRADESH,211008,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5VXFLMD6EKIFC,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-DIJISC7JHOVCY,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-ZBCRDPHJI4UDO,Amazon PLCC Free-Financing Universal Merchant AAT-CMBNOJYSQPOPS,Amazon PLCC Free-Financing Universal Merchant AAT-IBN3WODYJ44YC,Amazon PLCC Free-Financing Universal Merchant AAT-W2F65W44TEYES,Amazon PLCC Free-Financing Universal Merchant AAT-ZBGDWJCP6BTLE,Amazon PLCC Free-Financing Universal Merchant AAT-5DVF2TMYR72D4,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,6,June,2022-06,Friday,False
69028,407-5716392-4613917,2022-05-15,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-A-XL,Western Dress,XL,B09TH586J3,Shipped,1,INR,771.0,NAGPUR,MAHARASHTRA,441108,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM,Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY,Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Return / Rejected,B2C,2022,5,May,2022-05,Sunday,True
17064,404-1895140-3691552,2022-04-20,Shipped,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-M,Kurta,M,B077M6KWYJ,Shipped,1,INR,353.0,PERAMBAKKAM,TAMIL NADU,631402,IN,Duplicated A12RHGVGRWOT3S 1560498941486,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Wednesday,False
111344,406-0392630-6439504,2022-06-12,Shipped,Amazon,Amazon.in,Expedited,JNE3613,JNE3613-KR-M,Kurta,M,B08XW3RW7P,Shipped,1,INR,399.0,PUNE,MAHARASHTRA,412207,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Sunday,True
36708,403-6273317-5233109,2022-04-08,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET360,SET360-KR-NP-L,Set,L,B09QJKR216,Shipped,1,INR,1126.0,PANIPAT,HARYANA,132103,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-NJKZEPFSHB7RC,Amazon PLCC Free-Financing Universal Merchant AAT-275LMAQ3T5REI,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,4,April,2022-04,Friday,False
100066,171-7886696-6539544,2022-06-21,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3879,JNE3879-DR-M,Western Dress,M,B09SDXB57D,Shipped,1,INR,641.0,RAJKOT,GUJARAT,360004,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-7L53RVBBSPI3S,Amazon PLCC Free-Financing Universal Merchant AAT-FXGH5APHPAWRQ,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,6,June,2022-06,Tuesday,False
41927,406-5263341-9292331,2022-04-05,Shipped,Amazon,Amazon.in,Expedited,JNE3611,JNE3611-KR-L,Kurta,L,B08XVQMSJV,Shipped,1,INR,349.0,BENGALURU,KARNATAKA,560066,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Tuesday,False
61539,407-3991272-9506717,2022-05-22,Shipped,Amazon,Amazon.in,Expedited,JNE3690,JNE3690-TU-L,Top,L,B094FKG8H7,Shipped,1,INR,545.0,HYDERABAD,TELANGANA,500058,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Sunday,True
12682,408-8475308-5941931,2022-04-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0134,J0134-SET-S,Set,S,B08N4QQDNL,Shipped,1,INR,699.0,NOIDA,UTTAR PRADESH,201304,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Return / Rejected,B2C,2022,4,April,2022-04,Friday,False
62208,407-5721704-7219541,2022-05-21,Shipped,Amazon,Amazon.in,Expedited,SET275,SET275-KR-NP-S,Set,S,B0983GKFV1,Shipped,1,INR,630.0,NEW DELHI,DELHI,110067,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
49050,407-9937296-0828312,2022-03-31,Shipped,Amazon,Amazon.in,Expedited,SET073,SET073-KR-SHA-M,Set,M,B07V6ZF279,Shipped,1,INR,791.0,GAYA,BIHAR,823001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,3,March,2022-03,Thursday,False
26311,406-9348902-5524323,2022-04-15,Cancelled,Merchant,Amazon.in,Standard,SET252,SET252-KR-PP-L,Set,L,B08TH6RMTM,Unknown,0,INR,,MORADABAD,UTTAR PRADESH,244001,IN,No Promotion Recorded,False,Easy Ship,True,False,True,False,False,Cancelled,B2C,2022,4,April,2022-04,Friday,False
15975,405-2338462-9386728,2022-04-21,Shipped,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-M,Kurta,M,B08B3VSTFG,Shipped,1,INR,363.0,CHENNAI,TAMIL NADU,600056,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Thursday,False
82876,404-8738654-2057910,2022-05-05,Shipped,Amazon,Amazon.in,Expedited,SET203,SET203-KR-DPT-L,Set,L,B08MYV6C3Y,Shipped,1,INR,436.0,SILIGURI,WEST BENGAL,734005,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Thursday,False
24206,406-6387574-0904356,2022-04-16,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,Shipped,1,INR,563.0,KANPUR,UTTAR PRADESH,208010,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Saturday,True
30424,403-3304762-5669123,2022-04-12,Shipped,Amazon,Amazon.in,Expedited,NW005,NW005-ST-PJ-XXL,Set,XXL,B0922PCB3D,Shipped,1,INR,599.0,BENGALURU,KARNATAKA,560078,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Tuesday,False
66658,404-4406141-0925910,2022-05-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-XS,Set,XS,B09TZV58PW,Shipped,1,INR,1068.0,VINUKONDA,ANDHRA PRADESH,522660,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM,Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY,Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,5,May,2022-05,Tuesday,False
61963,406-8525783-0226747,2022-05-21,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-L,Kurta,L,B08WPR181B,Shipped,1,INR,471.0,BENGALURU,KARNATAKA,560087,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
94552,171-1903259-1174737,2022-06-26,Shipped,Amazon,Amazon.in,Expedited,JNE3261,JNE3261-KR-M,Kurta,M,B07R5X3499,Shipped,1,INR,376.0,BENGALURU,KARNATAKA,560064,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Sunday,True
127258,405-3110704-4101945,2022-06-02,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,Kurta,XL,B099FDMD6T,Shipped,1,INR,292.0,HYDERABAD,TELANGANA,500039,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Thursday,False
64889,408-9363878-9400343,2022-05-19,Cancelled,Merchant,Amazon.in,Standard,J0049,J0049-TP-M,Top,M,B08C31B5NB,Unknown,0,INR,305.71,KOLKATA,WEST BENGAL,700146,IN,No Promotion Recorded,False,Easy Ship,False,False,True,False,False,Cancelled,B2C,2022,5,May,2022-05,Thursday,False
84522,404-3841161-7067555,2022-05-04,Cancelled,Merchant,Amazon.in,Standard,JNE3579,JNE3579-KR-M,Kurta,M,B08QGK2BS2,Unknown,0,INR,295.24,HYDERABAD,TELANGANA,500087,IN,No Promotion Recorded,False,Easy Ship,False,False,True,False,False,Cancelled,B2C,2022,5,May,2022-05,Wednesday,False
113901,406-4620671-2130766,2022-06-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET323,SET323-KR-NP-XL,Set,XL,B09NDKKM7P,Shipped,1,INR,999.0,BENGALURU,KARNATAKA,560077,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-ZBCRDPHJI4UDO,Amazon PLCC Free-Financing Universal Merchant AAT-CMBNOJYSQPOPS,Amazon PLCC Free-Financing Universal Merchant AAT-IBN3WODYJ44YC,Amazon PLCC Free-Financing Universal Merchant AAT-W2F65W44TEYES,Amazon PLCC Free-Financing Universal Merchant AAT-ZBGDWJCP6BTLE,Amazon PLCC Free-Financing Universal Merchant AAT-5DVF2TMYR72D4,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,6,June,2022-06,Saturday,True
20895,407-0973021-5075539,2022-04-18,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654.0,JODHPUR,RAJASTHAN,342001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-XX7G3ZRJJJ5LG,Amazon PLCC Free-Financing Universal Merchant AAT-LEHCKNDBJG64E,Amazon PLCC Free-Financing Universal Merchant AAT-DJVHCEV7D7RQY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,4,April,2022-04,Monday,False
31155,406-4605992-0401964,2022-04-12,Shipped,Amazon,Amazon.in,Expedited,J0104,J0104-KR-M,Kurta,M,B08BJSMMBN,Shipped,1,INR,446.0,COIMBATORE,TAMIL NADU,641021,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Tuesday,False
106532,402-2839207-1157947,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,735.0,SHILLONG,MEGHALAYA,793003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Thursday,False
60697,171-7163129-6179515,2022-05-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-M,Set,M,B08XNJG8B1,Cancelled,0,INR,,PILIBHIT,UTTAR PRADESH,262001,IN,No Promotion Recorded,False,Amazon,True,False,True,False,False,Cancelled,B2C,2022,5,May,2022-05,Sunday,True
